Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,image_url
Dandelions,Dandelions,Ruth B.,2017-04-28,USSM11703468,"2,383",29.2,"1,561,518,107","183,674","67,708,124",82.0,"96,339,252","1,072,061","2,320,661","904,381,932","7,603,775,552",0,40.0,"16,685",119,63.0,"404,143",9.0,"18,672,545","54,931","541,064","4,364,553",0.0,0,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707
I Love You So,I Love You So,The Walters,2014-11-28,TCACC1438995,"2,394",29.2,"1,410,353,130","218,492","59,487,193",83.0,"417,265,571","5,087,140","744,614","445,675,563","3,241,952,947","11,148,737",38.0,"43,972",652,29.0,"677,739",31.0,"10,212,607","16,340","25,431,145","3,007,369",0.0,0,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900773,"2,390",29.2,"930,343,185","116,055","42,732,119",75.0,"280,579,630","3,517,952","451,642","85,881,445","724,117,161","128,657,658",35.0,621,1,36.0,"606,884",26.0,"38,736,042","167,546","3,706,611","2,035,027",0.0,0,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
Not Fair,Not Fair,Niklas Dee,2023-06-02,DEN062300306,"2,392",29.2,"164,667,038","46,918","61,515,543",69.0,"902,072","8,290","11,100","1,242,953","14,577,073",0,23.0,"11,279",0,31.0,"573,152",15.0,0,0,"39,315","322,313",0.0,0,https://i.scdn.co/image/ab67616d0000b27336f8731f4eab293423cfb0b4
Benjamins Deli,Benjamins Deli - Single,JRitt,2023-10-24,QZTBA2358000,"2,389",29.2,"996,881",446,"255,703",0.0,"637,836","17,513","1,100,000","368,388,871","3,461,361,475",0,0.0,45,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b2730428936253ee80f506fbb4a6
Him & I (with Halsey),Him & I,G-Eazy,2017-11-30,USRC11701867,"2,384",29.2,"949,651,805","141,296","23,238,086",72.0,"182,719,598","2,055,406","217,707","69,515,791","529,467,091",104,69.0,364,14,31.0,"290,595",0.0,"292,789,841","101,658",0,"13,315,971",0.0,1,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530
TIKTOK,TIKTOK,Ian Lucas,2024-05-23,ARAE52400089,"2,381",29.2,"2,164,864",113,"1,773,907",59.0,"15,887,461","533,961",0,0,0,"19,444,997",0.0,132,0,0.0,0,0.0,0,0,0,"3,101",0.0,0,https://i.scdn.co/image/ab67616d0000b27325d8845fa838d3f15139023a
Call Your Friends,Call Your Friends - Single,Rod Wave,2023-08-18,USQX92304741,"2,395",29.2,"47,296,342","10,429","2,724,041",46.0,"33,439,568","316,661","39,420","4,468,377","37,869,926","248,768,688",10.0,"1,223",16,13.0,"31,977",9.0,"14,954,542","6,060","9,036,620","208,435",0.0,1,https://i.scdn.co/image/ab67616d0000b273bbf846cc2675b6baabc42000
Rosa Pastel,Rosa Pastel,Peso Pluma,2023-04-20,QM4TX2394694,"2,391",29.2,"192,231,633","22,780","5,337,724",65.0,"111,990,624","724,790","9,007","2,993,894","32,536,991",0,12.0,64,0,1.0,72,7.0,"11,822,210","1,981","2,742,045","289,402",0.0,1,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
Dirt Cheap,Leather,Cody Johnson,2023-11-03,QMCQK1900317,"2,387",29.2,"44,047,842","8,961","11,610,924",11.0,"11,326,093","90,929","48,500","1,058,781","8,486,978","1,690,515,321",16.0,"43,529",4,1.0,"1,149",35.0,"15,957,709","8,376","620,808","252,283",0.0,0,https://i.scdn.co/image/ab67616d0000b273df528704497530d292a0255f
Borderline,The Slow Rush,Tame Impala,2020-02-14,AUUM71900956,"2,380",29.2,"671,310,199","156,377","27,309,112",76.0,"125,724,257","1,588,850","248,652","114,555,453","961,188,514","392,353",46.0,"1,514",85,31.0,"173,292",9.0,"18,606,764","9,903",0,"2,471,535",0.0,0,https://i.scdn.co/image/ab67616d0000b27358267bd34420a00d5cf83a49
No Time To Die,No Time To Die,Billie Eilish,2020-02-13,USUM72002771,"2,388",29.2,"610,838,644","91,391","29,634,724",70.0,"369,182,880","7,406,983","13,840","9,454,140","69,072,143","201,322,168",88.0,"26,205",7,42.0,"5,784,923",42.0,"18,824,576","24,659","7,873,761","3,110,101",0.0,0,https://i.scdn.co/image/ab67616d0000b273f7b7174bef6f3fbfda3a0bb7
All Eyes on Me,All Eyes on Me - Single,Dj Belite,2022-12-20,TCAGR2239010,"2,401",29.1,"155,367",512,"52,259",0.0,"21,746,915","272,517","1,502,840","91,479,861","2,017,012,601",0,20.0,0,0,0.0,0,0.0,0,0,0,"8,238,004",0.0,1,https://i.scdn.co/image/ab67616d0000b2730419f80cb96b4ec7739e57b6
En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,2022-05-13,USDXS2201437,"2,399",29.1,"215,837,483","26,581","6,387,381",61.0,"306,900,769","1,945,111","227,800","63,866,568","1,027,674,393","3,372,124",3.0,77,0,0.0,0,8.0,"11,290,790","12,206",0,"655,686",0.0,0,https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3
Safari,Energ,J Balvin,2016-06-03,USUM71604778,"2,402",29.1,"559,708,419","61,743","16,037,041",65.0,"1,254,068,497","4,746,667","83,679","24,066,770","148,552,468","277,412,549",117.0,"11,118",63,38.0,"115,932",25.0,"175,224,196","72,110",0,"5,773,120",0.0,0,https://i.scdn.co/image/ab67616d0000b273734b36a0655aae40d78d70f4
comethru,comethru,Jeremy Zucker,2018-09-07,USUM71813455,"2,405",29.1,"822,935,346","90,889","19,172,749",69.0,"659,693,784","6,100,262","992,278","67,178,938","581,871,422","1,218,186,477",55.0,"9,247",60,17.0,"47,611",5.0,"13,719,172","15,145",0,"2,123,160",0.0,0,https://i.scdn.co/image/ab67616d0000b273cb16227d90152c2a5022bba1
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,2023-10-05,QZ9QQ2300720,"2,404",29.1,"266,127,900","13,021","14,018,925",79.0,"59,903,646","419,337",0,"54,480","487,133","245,310,483",3.0,1,0,6.0,"1,853,363",11.0,"4,270,463","1,328",0,"445,730",0.0,1,https://i.scdn.co/image/ab67616d0000b273f3ba6742a35f111aaea1ca2f
Boy's a liar,Boy's a liar,PinkPantheress,2022-11-30,GBAYE2202560,"2,400",29.1,"203,628,716","39,800","6,108,454",62.0,0,0,"779,078","350,397,327","2,935,382,291",0,23.0,"42,341",863,5.0,"15,572",4.0,"1,882,133","11,408",0,"557,783",0.0,0,https://i.scdn.co/image/ab67616d0000b2739567e1aa41657425d046733b
La Mejor Version de Mi,La Mejor Versin d,NATTI NATASHA,2019-02-12,USB271900112,"2,398",29.1,"109,221,089","33,020","14,584,019",66.0,"974,345,116","4,887,786","740,743","14,861,761","284,819,297","106,854,506",13.0,"2,579",344,2.0,"1,181",22.0,"29,092,884","13,020",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273c80c5250bbf0812e0c3dad0e
B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,2022-06-15,QZAKB2166448,"2,397",29.1,"47,723,324","34,495","3,089,794",52.0,"90,212,996","801,572","1,100,254","330,038,147","3,829,712,483","879,640,561",16.0,"26,742",865,1.0,817,1.0,"103,851",977,0,"3,631,070",0.0,0,https://i.scdn.co/image/ab67616d0000b273eb15b994e15a3a6634d1694e
Lucky Girl Syndrome,SUPER REAL ME,ILLIT,2024-03-25,USA2P2413261,"2,408",29.0,"29,089,538","1,933","2,045,965",72.0,"39,607,373","513,074","2,906","2,701,200","28,210,200","3,169,280",6.0,156,0,0.0,0,0.0,"57,995",100,0,"43,383",0.0,0,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c
...Baby One More Time (from Kung Fu Panda 4),Kung Fu Panda 4 (Original Motion Picture Soundtrack),Tenacious D,2024-03-08,USQ4E2205653,"2,406",29.0,"28,423,160","5,020","3,964,955",0.0,"33,548,614","846,916",0,0,0,0,12.0,"3,160",12,0.0,0,0.0,"769,869",607,"152,405",0,0.0,0,https://i.scdn.co/image/ab67616d0000b27357ba52e5a0489481ee1bc7e9
Little Dark Age,Little Dark Age,MGMT,2017-10-17,USSM11707035,"2,415",29.0,"641,453,269","197,169","31,052,903",72.0,"409,991,163","5,836,318","345,093","300,840,293","2,500,579,993","5,575,104",55.0,"3,168",15,27.0,"137,399",0.0,"3,927,900","13,924","1,330,759","5,504,564",0.0,0,https://i.scdn.co/image/ab67616d0000b273b47d309281c66820b7137f5d
Hypnotized,Hypnotized,Purple Disco Machine,2020-04-08,AUDCB1701555,"2,419",29.0,"354,683,755","77,323","15,730,444",58.0,"213,371,276","1,027,195","16,828","3,791,734","43,216,239","20,989,951",93.0,"274,845",0,49.0,"1,245,110",24.0,"343,587",727,0,"8,349,963",0.0,0,https://i.scdn.co/image/ab67616d0000b273e484792571ce0835483ed649
Diable,Bocaterrosa,Ven'nus,2023-02-28,ES11D2300869,"2,423",29.0,"53,058",117,"4,155",10.0,"326,994,714","529,872",0,0,0,0,0.0,7,0,0.0,0,0.0,0,0,0,142,0.0,0,https://i.scdn.co/image/ab67616d0000b2736a36cd5dbca9e5e1c9c8a801
Laung Laachi Title Track,"Laung Laachi Title Track (From ""Laung Laachi"")",Mannat Noor,2018-02-22,INS181800353,"2,422",29.0,"30,173,434","6,294","1,007,695",45.0,"1,535,932,925","6,444,235",0,0,0,"27,338,879",6.0,0,0,0.0,0,2.0,0,0,0,"256,247",0.0,0,https://i.scdn.co/image/ab67616d0000b2737d8676d58268ef8efbda29f5
Chunni Me Perfume Lagawe,Chunni Me Perfume Lagawe - Single,Gajendra Gurjar,2022-06-13,INN852200075,"2,412",29.0,0,0,0,0.0,"501,846,542","2,581,637",0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,2,0.0,0,https://i.scdn.co/image/ab67616d0000b2735eb3e9a369d4ef016d1ab371
Koka,Koka,Mankirt Aulakh,2023-11-06,INSD11935132,"2,417",29.0,"28,816,253","1,287","3,341,218",0.0,"142,222,735","949,673",147,"2,349","34,208","751,929,599",2.0,2,0,0.0,0,2.0,"22,494",0,0,"41,257",0.0,0,https://i.scdn.co/image/ab67616d0000b273b3ffb9442186c7053bb0fb72
ELEVEN,ELEVEN,IVE,2021-12-01,KRA382163861,"2,407",29.0,"306,760,464","23,542","9,642,342",66.0,"458,931,624","5,675,068","121,090","160,432,414","1,292,286,614","174,221,581",33.0,"4,020",124,3.0,"10,722",10.0,"661,185",828,0,"493,607",0.0,0,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb
Hasta el Amanecer,Hasta el Amanecer,Nicky Jam,2016-01-15,COC011531204,"2,411",29.0,"560,103,803",935,"382,240",0.0,"1,596,092,291","5,050,679",0,0,0,"315,391,851",0.0,0,0,15.0,"22,322",0.0,"368,330,940","95,223",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273d77dbcd4dbd37cdfa61771fa
Space Cadet (feat. Gunna),NOT ALL HEROES WEAR CAPES,Metro Boomin,2018-11-02,USUG11802484,"2,416",29.0,"917,916,061","204,396","35,887,216",75.0,"182,161,713","2,330,786","41,674","56,229,098","405,647,527","90,568,527",32.0,285,64,9.0,"24,228",5.0,"18,990,768","24,742",0,"3,109,292",0.0,1,https://i.scdn.co/image/ab67616d0000b2732887f8c05b5a9f1cb105be29
November Rain (2022 Version),November Rain / Double Talkin' Jive / You Could Be Mine,Guns N' Roses,2022-11-04,USUG12200195,"2,420",29.0,"14,394,612","2,572","13,575,009",53.0,0,0,0,0,0,0,16.0,"1,885",0,2.0,"92,713",11.0,"158,428,263","255,845",0,"122,032",0.0,0,https://i.scdn.co/image/ab67616d0000b2732ab85e10aa698513679ff509
We Ride,We Ride - Single,Bryan Martin,2022-10-28,QMDPP2201707,"2,414",29.0,"200,017,368","30,976","8,143,503",76.0,"35,463,149","219,282","31,143","1,516,946","27,411,983","363,631,289",6.0,"74,959",0,5.0,"1,596,411",12.0,"47,905,972","5,769","2,107,680","503,044",0.0,1,https://i.scdn.co/image/ab67616d0000b273eda625668a424f4ee44e7998
Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208971,"2,437",28.9,"254,191,262","68,188","10,639,841",71.0,"66,231,224","1,090,031","19,580","2,720,712","33,984,850","38,505,821",23.0,"3,925",35,7.0,"165,039",27.0,"12,592,517","4,106","6,055,815","555,350",0.0,1,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Cochinae,Querian Perreo?,Julianno Sosa,2022-04-19,QZQAY2209019,"2,438",28.9,"155,050,178","35,527","6,146,030",58.0,"285,012,395","1,652,366","364,400","175,847,558","1,442,464,830","39,888,848",3.0,718,0,2.0,"1,607,668",8.0,"293,997",435,0,"430,196",0.0,1,https://i.scdn.co/image/ab67616d0000b273da5d0afab9092640be806951
Juju On That Beat (TZ Anthem),Juju On That Beat (TZ Anthem),Zay Hilfigerrr,2016-09-30,USAT21602928,"2,427",28.9,"243,305,603","30,216","6,007,155",52.0,"568,942,313","4,660,040","165,046","16,623,062","54,450,631","143,397,471",0.0,"5,538",0,5.0,"1,790",8.0,"107,122,060","1,125,541",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273186678fe32d915298c28d576
I'm Not The Only One,In The Lonely Hour (Deluxe),Sam Smith,2014-01-01,GBUM71308836,"2,428",28.9,"1,879,966,374","164,059","76,679,523",77.0,"464,847,219","2,891,357","65,764","52,262,804","417,275,446","999,433",124.0,"1,427",125,213.0,"508,144",26.0,"576,011,327","191,798",0,"15,809,409",0.0,0,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae
Murder,Murder,Bgnzinho,2023-02-14,SGB502322635,"2,431",28.9,"2,613,573","1,475","166,424",37.0,"1,141,572","13,557","2,226,114","181,896,286","2,582,559,682",0,0.0,0,0,0.0,0,0.0,0,0,0,"71,048",0.0,1,https://i.scdn.co/image/ab67616d0000b273f3593de4c3afb71057b57830
Major Distribution,Her Loss,Drake,2022-11-04,USUG12208599,"2,430",28.9,"199,662,854","70,800","15,434,966",62.0,"26,734,808","271,645","11,861","11,825,705","100,007,156","82,427,107",27.0,37,118,4.0,"14,577",8.0,"14,356,375","2,621",0,"312,418",0.0,1,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Psikopat,Psikopat,Butrint Imeri,2024-05-16,QZNFJ2402312,"2,426",28.9,"2,112,678",387,"318,456",0.0,"18,494,570","108,824",0,0,0,0,1.0,1,0,0.0,0,0.0,0,0,0,"13,123",0.0,0,https://i.scdn.co/image/ab67616d0000b273c33822984bebfe3add31a6c8
Chlorine,Trench,Twenty One Pilots,2018-10-05,USAT21810687,"2,425",28.9,"517,990,518","91,490","9,737,600",68.0,"721,254,947","6,194,264","65,628","7,573,964","67,549,016","196,167,813",0.0,"24,174",12,21.0,"93,996",22.0,"64,231,631","73,554",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273d1d301e737da4324479c6660
GIVENCHY,Temporada de Reggaet,Duki,2022-07-20,UYB282240021,"2,436",28.9,"240,519,561","48,629","9,332,907",62.0,"203,263,077","2,270,776","46,349","38,804,922","313,936,580","5,144,948",13.0,"1,020",100,8.0,"183,474",15.0,"36,312",105,0,"177,813",0.0,1,https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4
Here,Here,Alessia Cara,2015-04-30,USUM71506251,"2,441",28.9,"616,445,374","76,646","16,115,782",65.0,"656,387,408","7,682,235","1,315,832","22,887,140","166,158,568","297,579,936",19.0,"31,457",81,32.0,"371,682",37.0,"436,811,272","216,154","15,694,109","7,438,678",0.0,0,https://i.scdn.co/image/ab67616d0000b273d7ef1ffbd2a5821152f35ce1
Favorito,Favorito,Camilo,2020-03-26,USSD12000055,"2,435",28.9,"488,713,982","42,311","12,661,251",58.0,"596,356,173","4,579,674","915,770","74,872,273","712,167,034","157,276,832",88.0,"27,898",9,30.0,"195,153",29.0,"13,480,082","5,251",0,"848,173",0.0,0,https://i.scdn.co/image/ab67616d0000b273b4da01f3f98d18af9432e3dd
Royalty,Royalty,Egzod,2021-04-22,GB2LD2110089,"2,432",28.9,"317,252,487","52,261","12,634,570",74.0,"156,128,236","2,068,133","663,619","152,831,129","1,989,420,692","221,808,922",6.0,"7,016",0,8.0,"279,094",2.0,"345,081",403,"10,207,343","4,302,673",0.0,0,https://i.scdn.co/image/ab67616d0000b27375f8e991774621da2bf53a14
Am I Wrong,More Music 2013,Nico & Vinz,2013-01-01,USWB11304681,"2,440",28.9,"965,827,790","160,031","38,549,276",71.0,"243,060,460","2,037,116","204,916","87,657,079","930,985,864","2,936,860",89.0,"31,268",159,64.0,"111,728",13.0,"598,857,243","319,806","33,851,324","19,231,875",0.0,0,https://i.scdn.co/image/ab67616d0000b273eb3c078694b007169dab4a4f
Tennessee Orange,Tennessee Orange,Megan Moroney,2022-09-02,TCAGJ2289254,"2,424",28.9,"227,893,586","28,139","12,480,714",73.0,"30,913,276","159,791","77,661","13,324,305","117,505,652","238,206,228",33.0,"129,172",34,5.0,"1,370",49.0,"56,972,562","26,968","1,336,043","708,143",0.0,0,https://i.scdn.co/image/ab67616d0000b273c1639d4f2dfbd824a9ff0d7f
De Fresa y Coco,De Fresa y Coco,Luis R Conriquez,2023-11-10,QMANG2226771,"2,445",28.8,"81,186,913","7,818","5,727,811",0.0,"92,334,733","526,817",0,0,0,"242,836,946",3.0,3,0,1.0,"2,878",1.0,"340,543","2,169",0,"147,308",0.0,0,https://i.scdn.co/image/ab67616d0000b273deefe29c339a376e9fe56b47
He Dead (Oil Thief Remix),REMXNG 2.1,clipping.,2022-09-21,USSUB2246603,"2,456",28.8,"14,148",31,543,0.0,"434,179,026","4,911,572",0,0,0,"229,589",0.0,3,0,0.0,0,0.0,0,0,0,7,0.0,0,https://i.scdn.co/image/ab67616d0000b2737355b472d662e0b04611b692
YUM YUM (Slowed),YUM YUM,LXNGVX,2023-06-23,GB8KE2311722,"2,450",28.8,"52,295,701","10,792","6,471,028",64.0,"82,604,684","950,767","662,600","63,872,371","573,262,137",0,0.0,0,0,0.0,0,5.0,0,0,0,"353,346",0.0,1,https://i.scdn.co/image/ab67616d0000b27368ccd79879821c333d7afe58
Issues,Issues,Julia Michaels,2017-01-13,USUM71615691,"2,446",28.8,"1,214,862,854","86,990","25,275,888",69.0,"333,612,581","3,284,811","966,301","28,171,505","142,981,272","27,993,329",148.0,"51,513",288,41.0,"562,204",57.0,"372,160,120","255,489",0,"9,191,508",0.0,0,https://i.scdn.co/image/ab67616d0000b273a5acfd33d055ca075b829cc1
Element,Meet The Woo 2,Pop Smoke,2020-02-07,USUM72002041,"2,457",28.8,"523,416,171","164,690","25,242,475",68.0,"139,802,262","1,087,343","146,034","25,129,610","223,524,052","17,063",14.0,591,163,4.0,538,2.0,"35,161,835","21,420",0,"916,192",0.0,1,https://i.scdn.co/image/ab67616d0000b27362a57823eced1cb4fd93b2c1
n.h.i.e.,n.h.i.e.,21 Savage,2024-01-10,USSM12304895,"2,459",28.8,"102,829,758","16,786","13,717,188",0.0,"4,997,224","62,319",0,0,0,0,32.0,846,74,32.0,"262,612",28.0,"4,081,079",758,0,"165,768",0.0,1,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
GOD'S COUNTRY,UTOPIA,Travis Scott,2023-07-28,USSM12305008,"2,455",28.8,"96,802,469","34,681","3,243,869",64.0,"10,285,324","247,844","2,052","1,668,880","10,714,123","4,558",7.0,39,0,1.0,0,9.0,"483,677",477,"3,535,837","69,071",0.0,1,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
F Boy,F Boy,Ander Huang,2020-08-22,QZHNC2078374,"2,451",28.8,"1,415,206",973,"166,740",19.0,"59,644",960,"6,501,183","161,122,861","2,181,208,314",0,3.0,5,0,2.0,378,0.0,0,0,0,"145,931",0.0,1,https://i.scdn.co/image/ab67616d0000b27351867b247ff2451cf4d6eae2
Say It,Say It,Tory Lanez,2015-07-31,USUM71510633,"2,447",28.8,"510,138,748","83,010","18,881,944",70.0,"486,163,241","3,542,793","44,861","11,918,324","63,978,184","46,059,609",76.0,"7,357",18,58.0,"25,377",3.0,"345,673,337","167,125","70,720,994",0,0.0,1,https://i.scdn.co/image/ab67616d0000b2739f7ce2227875fd3d645fb5d6
Ain't Shit,Planet Her,Doja Cat,2021-06-25,USRC12101540,"2,454",28.8,"599,547,543","90,475","27,073,255",70.0,"154,979,267","2,179,826","139,585","104,260,172","557,527,051","45,865,195",112.0,157,0,17.0,"159,069",5.0,"16,469,827","27,559",0,"1,075,422",0.0,1,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,2019-06-28,USRC11901644,"2,458",28.8,"573,785,235","104,197","40,491,454",71.0,"67,117,513","621,757","3,623,560","106,517,866","1,230,812,968",0,54.0,"1,225",0,16.0,"122,149",7.0,"3,496,175","6,666",0,"2,472,211",0.0,0,https://i.scdn.co/image/ab67616d0000b273141cf717cd3993690358a60c
SIRENS,UTOPIA,Travis Scott,2023-07-28,USSM12305009,"2,449",28.8,"102,510,409","39,218","4,027,424",65.0,"22,490,105","254,512","1,541","902,391","8,554,938","174,645,699",6.0,95,0,3.0,"350,471",2.0,"258,711",409,0,"110,863",0.0,1,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2 Hielos,2 Hielos,King Savagge,2023-02-02,QM4TW2352901,"2,443",28.8,"76,078,240","16,848","2,644,680",0.0,"60,811,918","330,400","1,301,526","130,766,543","1,479,348,962","39,905",4.0,235,0,0.0,0,2.0,"12,110",35,0,"187,445",0.0,1,https://i.scdn.co/image/ab67616d0000b2738d2275bb70ed6608f61f70ce
BAD BOY,BAD BOY,Chris Jedi,2024-02-07,QZZU32400012,"2,474",28.7,"42,027,577","7,316","25,238,956",0.0,"42,037,919","380,896",0,0,0,"373,425,529",15.0,841,0,11.0,"147,812",0.0,"869,749",317,0,"120,993",0.0,1,https://i.scdn.co/image/ab67616d0000b2734e3fa29ae719ae1a3c81af2e
I Love Mama Mantu,I Love Mama Mantu,Bulan Sutena,2021-11-01,FRX872121045,"2,468",28.7,"8,887,656","1,905","405,342",37.0,"102,934,351","1,234,889","3,700,000","116,906,472","1,978,705,486","994,101",0.0,99,0,0.0,0,0.0,0,0,0,"105,455",0.0,0,https://i.scdn.co/image/ab67616d0000b273bd45e0d7ed631b64befca919
Hall of Fame (feat. will.i.am),NRJ Hits 17,The Script,2012-01-01,GBARL1201055,"2,465",28.7,"1,438,795,892","180,669","67,730,386",78.0,"1,122,719,476","8,456,502","2,359,429","309,258,236","2,876,399,321","287,622,166",71.0,"110,229",25,46.0,"287,678",9.0,0,0,0,"12,730,727",0.0,0,https://i.scdn.co/image/ab67616d0000b273dd8408b50f45c66139f44ce2
Original som fan,HIPHOPP Vol. 1,OP,2018-10-30,SE5BU1734432,"2,466",28.7,"37,291",93,"4,955",3.0,0,0,"9,624,729","1,787,230,708","12,110,114,842",0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273e1cdbef59cb8a5ded809e10d
SLAY!,SLAY!,Eternxlkz,2024-03-15,QM4TX2453776,"2,471",28.7,"81,775,807","5,560","36,721,527",80.0,"21,914,068","393,262",0,"3,885,047","40,996,820","86,472,968",4.0,0,0,0.0,0,0.0,0,0,0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b273c80fe27586c2da910984cb9a
Zaroori Tha,Sahir Ali Bagga Special,Rahat Fateh Ali Khan,2017-12-31,PKA0A1800272,"2,463",28.7,0,1,11,0.0,"1,651,471,016","9,796,166",0,0,0,"96,839,016",0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b27361e0b61e11706b9acff50231
Proud Mary - 2023 Remaster,What's Love Got to Do with It (30th Anniversary Deluxe Edition),Tina Turner,2024-04-26,GBAYE2300346,"2,460",28.7,"20,455",3,165,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,"11,750,230","24,739",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273d89aae42181da3534327afe8
Runaway (U & I),Runaway (U & I),Galantis,2014-10-05,USAT21404265,"2,469",28.7,"895,051,532","155,100","42,988,196",72.0,"619,712,411","5,087,544","161,963","82,136,522","730,346,946","368,291,875",78.0,"18,387",115,58.0,"399,214",35.0,0,0,"82,226,696","110,053",0.0,0,https://i.scdn.co/image/ab67616d0000b2732b517912fd69652ff10d8e11
Ley Seca,Ley Seca,Jhay Cortez,2021-09-02,USUM72113444,"2,462",28.7,"412,597,562","80,841","20,936,024",66.0,"209,120,821","1,034,481","54,784","15,795,689","201,664,757","101,896,667",76.0,"17,486",63,14.0,"26,817",41.0,"6,085,764","2,044",0,"917,173",0.0,0,https://i.scdn.co/image/ab67616d0000b27321ee2e52263690b0b2c80c2a
Dawns (feat. Maggie Rogers),Dawns (feat. Maggie Rogers) - Single,Zach Bryan,2023-01-27,USWB12300176,"2,461",28.7,"261,468,916","44,088","11,298,879",75.0,"8,880,434","54,195","86,609","19,696,611","127,691,196","153,448,242",25.0,320,4,3.0,"7,503",18.0,"13,386,628","10,886","4,161,850","481,576",0.0,1,https://i.scdn.co/image/ab67616d0000b273a0a916db0206cc4d773f9013
Mesafe,Mesafe,Semicenk,2023-09-01,TR0012300295,"2,470",28.7,"59,964,248","9,504","1,321,095",0.0,"112,511,884","361,436","116,100","2,824,547","77,807,288","358,119,762",4.0,"8,226",0,3.0,"1,567,829",0.0,0,0,0,"274,026",0.0,0,https://i.scdn.co/image/ab67616d0000b273d48709a2affc804725dea824
So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,USUG12402544,"2,478",28.6,"97,601,615","3,397","13,075,013",87.0,"5,528,058","78,517",0,"2,761,040","17,893,741",0,18.0,187,0,0.0,0,50.0,"1,393,596","1,657",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b2736b5a4de1a256a0e2c4a95480
Hola,Climaxxx,Dalex,2019-05-10,QM9WM1900108,"2,483",28.6,"28,185,177","6,572","781,594",42.0,"1,163,245,760","5,110,945","37,518","2,306,029","20,930,088","126,061,690",0.0,0,0,1.0,"23,571",0.0,"2,003,438","2,077",0,"349,429",0.0,0,https://i.scdn.co/image/ab67616d0000b2734ff87c537b7a187063affff1
Dark Red,Dark Red,Steve Lacy,2017-02-20,GBKPL1778015,"2,475",28.6,"1,315,024,190","261,850","48,425,069",80.0,"152,580,618","1,969,610","114,388","94,977,654","558,037,837",0,101.0,"3,506",188,17.0,"87,964",0.0,"9,194,032","27,250",0,"3,864,898",0.0,0,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979
