Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,image_url
MILLION DOLLAR BABY,Million Dollar Baby - Single,Tommy Richman,2024-04-26,QM24S2402528,1,725.4,"390,470,936","30,716","196,631,588",92.0,"84,274,754","1,713,126","5,767,700","651,565,900","5,332,281,936","150,597,040",210.0,"40,975",684,62.0,"17,598,718",114.0,"18,004,655","22,931","4,818,457","2,669,262",0.0,0,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
Not Like Us,Not Like Us,Kendrick Lamar,2024-05-04,USUG12400910,2,545.9,"323,703,884","28,113","174,597,137",92.0,"116,347,040","3,486,739","674,700","35,223,547","208,339,025","156,380,351",188.0,"40,778",3,67.0,"10,422,430",111.0,"7,780,028","28,444","6,623,075","1,118,279",0.0,1,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
i like the way you kiss me,I like the way you kiss me,Artemas,2024-03-19,QZJ842400387,3,538.4,"601,309,283","54,331","211,607,669",92.0,"122,599,116","2,228,730","3,025,400","275,154,237","3,369,120,610","373,784,955",190.0,"74,333",536,136.0,"36,321,847",172.0,"5,022,621","5,639","7,208,651","5,285,340",0.0,0,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738
Flowers,Flowers - Single,Miley Cyrus,2023-01-12,USSM12209777,4,444.9,"2,031,280,633","269,802","136,569,078",85.0,"1,096,100,899","10,629,796","7,189,811","1,078,757,968","14,603,725,994","3,351,188,582",394.0,"1,474,799","2,182",264.0,"24,684,248",210.0,"190,260,277","203,384",0,"11,822,942",0.0,0,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
Houdini,Houdini,Eminem,2024-05-31,USUG12403398,5,423.3,"107,034,922","7,223","151,469,874",88.0,"77,373,957","3,670,188","16,400",0,0,"112,763,851",182.0,"12,185",1,82.0,"17,660,624",105.0,"4,493,884","7,006","207,179","457,017",0.0,1,https://i.scdn.co/image/ab67616d0000b273810603c94c9246379604cf1a
Lovin On Me,Lovin On Me,Jack Harlow,2023-11-10,USAT22311371,6,410.1,"670,665,438","105,892","175,421,034",83.0,"131,148,091","1,392,593","4,202,367","214,943,489","2,938,686,633","2,867,222,632",138.0,"522,042","4,654",86.0,"17,167,254",152.0,"138,529,362","50,982","9,438,601","4,517,131",0.0,1,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
Beautiful Things,Beautiful Things,Benson Boone,2024-01-18,USWB12307016,7,407.2,"900,158,751","73,118","201,585,714",86.0,"308,723,145","4,120,760",0,"29,584,940","534,915,313","4,601,579,812",280.0,"383,478",429,168.0,"48,197,850",154.0,"65,447,476","57,372",0,"9,990,302",0.0,0,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
Gata Only,Gata Only,FloyyMenor,2024-02-02,QZL382406049,8,375.8,"675,079,153","40,094","211,236,940",92.0,"228,382,568","1,439,495","3,500,000","338,546,668","3,804,584,163","2,112,581,620",160.0,"17,221",30,87.0,"33,245,595",53.0,"3,372,428","5,762",0,"6,063,523",0.0,1,https://i.scdn.co/image/ab67616d0000b273c4583f3ad76630879a75450a
Danza Kuduro - Cover,-  -,MUSIC LAB JPN,2024-06-09,TCJPA2463708,9,355.7,"1,653,018,119",1,15,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b2739627edca19c44dbaf56279f7
BAND4BAND (feat. Lil Baby),BAND4BAND (feat. Lil Baby),Central Cee,2024-05-23,USSM12404354,10,330.6,"90,676,573","10,400","184,199,419",86.0,"32,735,244","988,682","325,800","121,574,500","974,656,200","174,706,874",191.0,"3,823",117,78.0,"10,800,098",92.0,"1,005,626",842,"3,679,709","666,302",0.0,1,https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,USUM72404990,11,322.1,"250,080,413","16,219","168,766,158",91.0,"32,229,063","550,191",0,"184,500","2,100,000","327,130,768",157.0,"62,312",71,60.0,"12,009,073",114.0,"23,155,471","21,172","1,594,605","963,413",0.0,1,https://i.scdn.co/image/ab67616d0000b27397306976e3eb8aad53b754eb
The Door,The Door,Teddy Swims,2024-06-14,USWB12402486,12,320.2,"111,155,129",2,"263,767",0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,2.0,0,0,0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401991,13,316.3,"221,636,195","13,800","197,280,692",92.0,"40,022,524","1,307,290","195,300","45,889,000","360,017,000","342,107,131",244.0,"41,344",45,138.0,"38,243,636",163.0,"1,354,692","1,219","1,313,357","450,344",0.0,0,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
Like That,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402041,14,308.2,"355,186,436","43,025","108,168,634",88.0,"98,081,493","1,456,177",0,0,0,"174,491,415",153.0,"90,237",3,55.0,"3,001,826",109.0,"26,252,264","18,364","12,038,034","1,963,314",0.0,1,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
bathroom floor,bathroom floor,Kids With Buns,2022-10-07,NLC242100307,15,301.6,"297,185",277,"24,445",12.0,"6,736,502,312","16,785,489",3,"1,088","22,234",0,1.0,"1,057",0,0.0,0,0.0,0,0,0,"3,288",0.0,0,https://i.scdn.co/image/ab67616d0000b2738c4c19ebfa83b429e1ebaa1f
LALA,LALA - Single,Myke Towers,2023-03-22,USWL12300002,16,299.9,"925,655,569","103,605","79,944,921",79.0,"934,302,031","4,294,166","11,054,500","521,725,116","7,499,234,052","2,042,145,659",94.0,"92,231",228,60.0,"5,633,435",83.0,"12,171,026","13,242","871,978","2,765,808",0.0,1,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401028,17,297.6,"395,433,400","12,784","177,932,568",89.0,"104,673,836","2,484,083","139,300","25,348,800","207,317,000","268,893,710",221.0,"129,968",3,99.0,"37,988,531",134.0,"9,961,769","13,437","377,734","1,210,029",0.0,0,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
greedy,greedy,Tate McRae,2023-09-14,USRC12301932,18,293.7,"1,258,569,694","105,218","198,845,580",87.0,"141,646,818","1,514,837","2,294,429","419,319,161","5,456,156,211","2,667,285,437",207.0,"667,329","3,310",188.0,"21,788,568",150.0,"44,850,379","12,270",0,"6,973,652",0.0,1,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
BLUE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401996,19,292.6,"91,272,461","6,499","52,287,548",86.0,"16,038,053","569,377","941,900","119,740,900","1,225,345,800","5,839,168",76.0,181,1,24.0,"5,054,005",33.0,"283,089",162,"975,891","257,661",0.0,0,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
As It Was,As It Was,Harry Styles,2022-03-31,USSM12200612,20,292.0,"3,301,814,535","407,119","169,783,402",87.0,"800,899,315","9,101,589","2,755,903","1,633,970,617","15,405,881,843","7,289,707,052",455.0,"1,777,811","4,909",330.0,"12,907,852",189.0,"132,624,772","79,909",0,"14,967,379",0.0,0,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Paint The Town Red,Paint The Town Red,Doja Cat,2023-08-04,USRC12300907,21,290.5,"1,065,399,331","170,890","121,712,197",78.0,"240,970,670","2,749,668","3,091,732","652,428,798","7,095,564,106","1,063,591,802",158.0,"400,899",273,143.0,"13,718,632",146.0,"70,291,476","49,111",0,"7,559,816",0.0,1,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
Espresso,Espresso,Sabrina Carpenter,2024-04-12,USUM72403305,22,281.5,"547,882,871","24,425","262,343,414",95.0,"107,550,212","1,825,761","209,200","169,144,295","1,379,499,000","422,646,034",298.0,"37,208",236,167.0,"41,414,565",149.0,"10,362,898","10,848","1,551,157","1,373,085",0.0,1,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
Beat Automotivo Tan Tan Tan Viral,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2022-05-24,BXWEH2200054,26,268.1,"7,382,759","3,504","661,084",35.0,"4,233,958","69,990","37,621,885","1,636,811,753","22,918,660,728",0,1.0,0,439,1.0,6,1.0,0,0,0,"633,525",0.0,0,https://i.scdn.co/image/ab67616d0000b2736bf612929d76c4df043541ae
STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,USSM12103949,27,266.3,"3,107,100,349","451,732","134,793,519",78.0,"1,256,973,582","14,661,425","7,485,966","2,246,991,336","23,712,377,029","4,327,058,646",513.0,"1,510,151","4,096",166.0,"5,783,693",128.0,"196,783,487","124,922","36,341,585",0,0.0,1,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a
Baby Shark,,Pinkfong,2015-12-01,KRE671700001,28,265.7,"720,822,868","60,945","7,530,769",71.0,"16,322,756,555","48,757,673","7,743,800","281,762,094","6,577,639,193","2,166,611",33.0,284,142,19.0,"52,179",17.0,"86,458,847","2,234,137",0,"2,064,420",0.0,0,https://i.scdn.co/image/ab67616d0000b27311723f2867f29b2134ae47e4
we can't be friends (wait for your love),eternal sunshine,Ariana Grande,2024-03-08,USUM72317276,29,262.8,"591,068,364","26,203","197,494,995",87.0,"156,882,014","3,080,503",0,0,0,"578,568,464",194.0,"200,230",32,117.0,"22,062,193",126.0,"10,106,573","7,689","1,612,479","1,579,980",0.0,0,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
Numb / Encore,Papercuts,JAY-Z,2024-04-12,USWB12400678,30,256.0,"1,003,215,671",128,"485,454",0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,"179,867,721","87,209",0,"4,474,248",0.0,1,https://i.scdn.co/image/ab67616d0000b2737282412ad025c14f7039f516
SHEESH,BABYMONS7ER,BABYMONSTER,2024-04-01,KRA402400016,32,237.5,"124,893,397","3,479","25,936,342",82.0,"359,896,095","4,907,193","212,500","48,327,004","390,081,328","38,798,822",36.0,"2,188",32,3.0,"347,997",26.0,"130,743",592,"265,670","191,867",0.0,0,https://i.scdn.co/image/ab67616d0000b2734f6afc385052250c766a5683
Water,Water,Tyla,2023-07-28,USSM12305126,33,234.6,"670,376,179","98,450","150,471,020",83.0,"265,180,930","2,566,846","2,114,363","369,150,956","3,932,956,380","3,031,114,430",225.0,"486,952","1,215",180.0,"19,469,488",188.0,"40,418,532","27,555","6,049,784","6,447,136",0.0,0,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
Strangers,Strangers,Kenya Grace,2023-09-01,USWB12305048,34,233.5,"750,154,960","139,141","103,879,363",79.0,"118,208,096","1,495,758","1,031,447","196,985,853","2,231,749,390","1,745,168,821",163.0,"378,114",856,113.0,"16,295,286",112.0,"20,228,317","5,331","10,938,075","7,477,917",0.0,0,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,USSM12401865,35,231.6,"532,012,790","23,557","67,488,850",0.0,"62,123,098","923,733",0,0,0,"384,716,227",221.0,"151,990",64,42.0,"658,517",47.0,"31,032,977","23,005","1,516,649",0,0.0,0,https://i.scdn.co/image/ab67616d0000b273a5aab55aa65e5f6bd19564a2
What's Love Got to Do with It - 2023 Remaster,What's Love Got to Do with It (30th Anniversary Deluxe Edition),Tina Turner,2024-04-26,GBAYE2300351,36,230.0,"479,417,905",7,"1,519",0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1.0,"121,250,721","83,632",0,"3,692,067",0.0,0,https://i.scdn.co/image/ab67616d0000b2731dca278b896da83c79e8019d
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,USUYG1541249,37,226.4,"311,928,522","25,766","180,237,463",96.0,"62,694,868","837,616",0,"27,811,667","378,313,942","243,895,569",149.0,0,141,58.0,"26,516,005",146.0,"21,453,034","30,180","4,482,348","1,707,213",0.0,1,https://i.scdn.co/image/ab67616d0000b27380d86d636244b72a3a1eede2
Lose Control,Lose Control,Teddy Swims,2023-06-23,USWB12302315,38,224.1,"775,135,157","88,239","180,617,454",87.0,"139,180,960","1,504,385","396,560","49,060,857","597,513,595","4,016,801,205",215.0,"605,841",162,133.0,"42,675,181",120.0,"253,538,985","72,429","5,409,388","10,517,831",0.0,0,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
fukumean,fukumean,Gunna,2023-06-15,USAT22306575,39,221.1,"759,998,727","188,142","80,392,612",80.0,"94,699,547","1,222,012","1,237,229","311,252,391","3,281,790,327","140,623,676",123.0,"265,291","4,003",40.0,"2,225,409",88.0,"64,456,799","20,518","33,130,829","3,945,184",0.0,1,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
Dance Monkey,Dance Monkey,Tones And I,2019-05-10,QZES71982312,40,214.5,"3,071,214,106","375,201","64,901,153",71.0,"3,366,447,481","27,240,268","10,342,366","393,814,740","5,861,939,942","2,428,166,573",549.0,"573,733",169,584.0,"5,749,770",121.0,"373,294,159","844,198","37,430,204","44,842,636",0.0,0,https://i.scdn.co/image/ab67616d0000b2738e8197111f9d57793a5e7eff
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401994,41,212.8,"214,237,645","10,871","202,626,837",92.0,"11,033,725","251,373","251,200","71,078,500","443,104,700","148,058,631",247.0,"3,400",8,67.0,"11,523,335",125.0,"840,442","2,592","1,369,981","285,858",0.0,0,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
I'm Good (Blue),I'm Good (Blue),David Guetta,2022-08-26,UKWLG2200055,43,209.6,"1,658,229,422","262,248","239,957,538",83.0,"466,080,689","4,324,989","728,093","54,258,768","1,051,836,430","1,425,853,925",285.0,"935,190","2,487",207.0,"6,479,623",168.0,"139,926,990","31,235","8,007,236","10,973,120",0.0,1,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
Daylight,Daylight,David Kushner,2023-04-14,QZXDB2300005,44,207.0,"1,126,820,069","177,800","85,255,689",82.0,"274,070,101","3,701,289","2,557,115","285,329,503","2,578,518,632","1,205,538,057",163.0,"259,255",96,77.0,"3,413,707",80.0,"28,924,685","14,634","9,505,098","8,681,350",0.0,0,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
My Love Mine All Mine,The Land Is Inhospitable and So Are We,Mitski,2023-09-15,USJ5G2335007,45,206.2,"997,702,304","105,927","92,834,002",86.0,"48,093,111","959,175","3,648,759","857,220,853","5,469,808,282","298,259,422",91.0,"36,285","2,676",63.0,"10,874,749",110.0,"6,151,267","9,160","7,980,051","2,682,219",0.0,0,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
Please Please Please,Please Please Please,Sabrina Carpenter,2024-06-06,USUM72404101,46,205.7,"59,314,441","2,572","183,043,096",83.0,"22,374,807","1,026,097",0,"188,200","1,200,000","110,446,147",199.0,"2,359",2,73.0,"13,686,074",98.0,"360,163",758,"9,883","47,115",0.0,1,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
If We Ever Broke Up,If We Ever Broke Up,Mae Stephens,2023-02-10,GBUM72300969,49,203.6,"304,929,492","43,923","46,133,083",69.0,"61,986,821","921,044","13,872,768","390,207,653","5,684,815,935","19,218,089",78.0,"92,638",822,41.0,"3,467,570",36.0,"7,444,354","7,188",0,"2,227,494",0.0,1,https://i.scdn.co/image/ab67616d0000b2731fc63c898797e3dbf04ad611
Despacito,Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-01-13,USUM71607007,50,203.5,"1,747,093,405","178,114","49,464,650",74.0,"9,537,135,721","61,799,279","799,338","78,304,409","1,143,297,071","569,548,901",179.0,"121,234",116,145.0,"1,977,014",118.0,"266,603,596","2,359,900",0,"19,622,551",0.0,0,https://i.scdn.co/image/ab67616d0000b273ef0d4234e1a645740f77d59c
euphoria,euphoria,Kendrick Lamar,2024-04-30,USUG12402839,51,202.1,"168,434,320","17,168","62,516,401",86.0,"53,604,746","1,846,535",0,0,0,"174,375,427",65.0,"6,408",77,20.0,"428,378",31.0,"3,156,727","4,843","4,304,870","654,482",0.0,1,https://i.scdn.co/image/ab67616d0000b2737587213b1be294ac4000f648
Panda Basi,Panda Basi - EP,Mvua,2023-02-10,GX3Q92333626,52,200.3,"104,271",249,"8,585",25.0,"2,457,026,781",0,190,"36,666","393,580",0,0.0,12,0,0.0,0,0.0,0,0,0,"1,881",0.0,0,https://i.scdn.co/image/ab67616d0000b27341e70f8cdd385ab8a0dfe08b
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,2022-08-25,NGA3B2214021,53,198.0,"1,391,688,322","163,876","130,963,116",77.0,"902,742,581","8,099,187",599,"48,035","2,857,920","750,030,685",316.0,"1,107,265",0,112.0,"11,937,930",146.0,"52,073,859","41,487","5,820,026","3,521,951",0.0,0,https://i.scdn.co/image/ab67616d0000b273a3a7f38ea2033aa501afd4cf
Shape of You,Shape of You,Ed Sheeran,2017-01-06,GBAHS1600463,54,195.1,"3,909,458,734","316,378","148,037,882",80.0,"8,013,997,219","45,770,887","2,270,315","194,420,058","2,320,856,331","2,294,804,623",465.0,"402,829",282,512.0,"2,710,931",115.0,"733,565,655","651,557","78,149,375","1,146,246",0.0,0,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
Mitu,Mitu - Single,Maian,2023-01-19,EEUM72300001,55,194.3,"55,346",42,"16,861",13.0,"2,432,265,978","8,162,101",0,0,0,0,0.0,53,0,0.0,0,0.0,0,0,0,200,0.0,0,https://i.scdn.co/image/ab67616d0000b273bc6d9e7f0a204f67f8f5d861
Blinding Lights,Blinding Lights,The Weeknd,2019-11-29,USUG11904206,56,194.0,"4,281,468,720","590,392","165,544,011",83.0,"833,807,130","10,093,211","2,882,064","337,322,563","3,501,177,394","2,258,085,924",859.0,"1,695,240","1,116",564.0,"11,701,129",184.0,"489,299,762","319,634","28,659,471","28,994,660",0.0,0,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208791,57,192.3,"1,337,619,917","228,295","64,806,723",80.0,"193,982,443","2,023,998","423,714","148,085,419","1,268,862,678","444,033,037",152.0,"952,186",34,58.0,"2,134,791",66.0,"77,382,416","28,694",0,"6,205,060",0.0,1,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89
Dona Felicidade,Dona Felicidade,Patati Patat,2024-06-04,QZNJW2423715,58,190.0,0,2,"41,206",0.0,"52,480,069","82,092",0,0,0,0,0.0,0,0,1.0,"1,657",0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273558fb0fd84f482b2bf3552b0
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,2022-09-22,GBUM72205415,60,189.1,"1,556,275,789","210,583","95,974,138",74.0,"254,051,906","3,364,206","2,379,787","683,088,623","7,945,975,878","1,524,133,775",203.0,"718,849",117,63.0,"1,616,564",167.0,"111,398,743","71,335","10,424,892","10,192,485",0.0,0,https://i.scdn.co/image/ab67616d0000b273a935e4689f15953311772cc4
Stereo Love - Melodic,Stereo Love Deluxe (feat. Vika Jigulina),Edward Maya,2024-06-05,ROCMA2413380,61,187.9,0,2,135,9.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,"420,235,997","885,123",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273b2a5223b016000dfdaaf68cf
Supernova,Supernova,aespa,2024-05-13,KRA302400090,63,186.1,"69,729,033","2,483","21,046,278",81.0,"111,310,770","1,724,693","56,600","61,038,623","393,973,528","32,059,104",40.0,709,13,7.0,"544,322",14.0,"45,515",100,"255,951","63,283",0.0,0,https://i.scdn.co/image/ab67616d0000b273090cfa22962b115ac530674c
Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214877,64,184.8,"1,811,990,630","173,358","67,603,671",79.0,"1,516,863,120","8,870,768","4,506,600","549,886,060","6,470,937,272","934,894,575",124.0,"77,120",327,44.0,"14,871,714",63.0,"111,324,744","39,123",0,"3,393,920",0.0,1,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Back That Azz Up (feat. Lil Wayne & Mannie Fresh),400 Degreez (Deluxe Edition),JUVENILE,2024-03-29,USCM52400059,65,181.4,"199,929,812",4,98,0.0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,"390,345,308","399,793",0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b27325a4c4a2477f3b89d7e96601
Calm Down,Calm Down,Rema,2022-02-10,NGA3B2214004,66,180.1,"584,427,088","182,994","19,203,258",68.0,"1,141,904,909","8,766,235","6,129,450","856,216,952","18,216,656,774","2,952,879,912",138.0,"191,634",759,53.0,"3,481,756",45.0,"98,290,873","46,039","14,668,216","22,563,407",0.0,0,https://i.scdn.co/image/ab67616d0000b273a3a7f38ea2033aa501afd4cf
CARNIVAL,CARNIVAL,$,2024-02-08,QZ7XS2400012,67,179.6,"466,887,055","53,842","103,935,623",84.0,"27,688,666","449,112",0,0,0,"33,817,299",42.0,"53,333",0,11.0,"199,915",29.0,"1,359,484","11,303","11,703,609","1,982,000",0.0,1,https://i.scdn.co/image/ab67616d0000b273723f07133c42dd8191e62f27
Kill Bill,SOS,SZA,2022-12-08,USRC12204584,68,177.7,"1,873,746,537","190,202","99,546,318",82.0,"220,538,045","3,153,793","266,430","152,410,048","1,284,413,960","426,461,749",214.0,"655,242","5,448",73.0,"1,304,067",122.0,"57,350,590","61,270","16,992,932","4,873,832",0.0,0,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? (From The Motion Picture ""Barbie"")",Billie Eilish,2023-07-13,USUM72307484,69,177.6,"891,720,245","114,560","97,542,546",82.0,"144,741,616","2,761,964","1,443,103","498,822,693","3,998,086,216","1,384,310,160",168.0,"275,119",68,108.0,"10,920,686",111.0,"39,374,594","19,921","5,418,596","4,476,509",0.0,0,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
Babba,Black Book ID's: Chapter 5 - EP,Guy Mac,2023-03-03,QZA742305720,70,176.2,"46,567",252,"21,930",6.0,"2,038,459,981","6,076,902",0,0,0,0,2.0,29,0,0.0,0,0.0,"1,456",0,0,903,0.0,0,https://i.scdn.co/image/ab67616d0000b2737036ea4287056b06980d8fd8
Heat Waves,Heat Waves,Glass Animals,2020-06-29,GBUM72000433,71,175.0,"2,996,181,078","486,278","112,416,489",82.0,"1,272,898,075","14,947,520","1,416,295","513,334,446","5,518,429,969","4,899,313,022",459.0,"1,414,326","1,434",170.0,"11,862,378",95.0,"122,247,640","160,431",0,"17,848,778",0.0,0,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464
In the End,Papercuts,Linkin Park,2024-04-12,USWB11201322,72,174.8,"2,045,512,421",97,"488,602",0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,2.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,2023-01-11,UYB282301031,73,174.3,"946,941,510","100,130","74,836,321",74.0,"776,436,101","12,951,756","4,210,895","797,017,650","11,936,401,096","457,987,382",110.0,"165,670",180,106.0,"4,971,379",92.0,"48,806,666","10,225",0,"2,237,762",0.0,0,https://i.scdn.co/image/ab67616d0000b2732b6d78c5a3f6247aa997b812
The Way We Move - Extended Mix,The Way We Move,PowerDress,2023-03-10,UKACT2330463,74,173.6,"7,909",38,"15,023",4.0,"1,999,374,091","5,708,577",0,0,0,0,0.0,59,0,0.0,0,0.0,0,0,0,"1,412",0.0,0,https://i.scdn.co/image/ab67616d0000b2731f0470e0d8b4dcbedc9f2f0a
Old Town Road,Old Town Road,Lil Nas X,2019-03-14,USSM11901941,75,170.3,"1,010,494,713","127,393","18,652,312",67.0,"3,203,314,695","41,487,213","5,757,883","187,301,054","1,981,431,049","939,714,925",63.0,"49,780","2,195",64.0,"397,418",100.0,"181,784,010","2,022,074","106,880,548","8,856,633",0.0,0,https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a
un x100to,un x100to,Grupo Frontera,2023-04-17,QM6N22311285,76,170.2,"1,008,495,696","99,381","57,394,938",75.0,"878,892,413","4,425,283","796,603","127,651,887","1,669,065,906","1,522,934,425",101.0,"73,481",225,42.0,"5,734,172",81.0,"55,857,743","15,528",0,"2,283,747",0.0,0,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
Sprinter,Sprinter - Single,Dave,2023-06-01,GBUM72305159,78,168.1,"692,512,930","199,828","55,464,762",78.0,"219,666,692","2,332,307","731,797","130,560,533","1,254,944,697","918,145,630",155.0,"42,082",36,41.0,"1,790,031",76.0,"411,656","3,414","12,405,917","3,093,667",0.0,1,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401988,79,167.8,"169,410,711","11,028","144,854,768",90.0,"19,402,457","997,411",284,0,0,"260,377,114",185.0,"1,008",0,53.0,"20,737,850",59.0,"521,322",698,"1,680,434","388,625",0.0,0,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
TQG,TQG,KAROL G,2023-02-23,USUM72222541,80,167.8,"1,024,381,758","78,554","69,319,589",78.0,"1,102,289,596","8,953,293","457,111","15,048,444","248,168,852","1,174,053,183",138.0,"149,584",38,84.0,"8,850,320",131.0,"68,022,934","16,511","164,895","3,488,226",0.0,1,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
Perfect,(Deluxe),Ed Sheeran,2017-03-03,GBAHS1700024,81,167.5,"2,969,999,682","280,165","116,921,604",81.0,"6,473,698,897","39,632,673","6,642,975","601,244,764","7,647,479,866","1,708,317,539",208.0,"263,386",129,343.0,"1,242,581",102.0,"617,483,078","595,052",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
Pepas,Pepas,Farruko,2021-06-24,USSD12100307,82,167.3,"1,500,499,584","359,502","125,112,486",74.0,"1,431,591,689","11,553,088","2,866,181","290,811,371","4,067,248,819","782,475,986",258.0,"240,677",438,137.0,"4,015,523",102.0,"120,046,948","89,582","6,227","17,210,946",0.0,1,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad
